Strongs,Book,BkOrder,Chapter,Verse,ID_Str,String
H5375,Job,18,6,2,H5375-18-6-2,"Oh that my grief were throughly weighed, and my calamity laid in the balances together! "
H5375,Job,18,7,13,H5375-18-7-13,"When I say, My bed shall comfort me, my couch shall ease my complaint; "
H5375,Job,18,7,21,H5375-18-7-21,"And why dost thou not pardon my transgression, and take away mine iniquity? for now shall I sleep in the dust; and thou shalt seek me in the morning, but I shall not be."
H5375,Job,18,10,15,H5375-18-10-15,"If I be wicked, woe unto me; and if I be righteous, yet will I not lift up my head. I am full of confusion; therefore see thou mine affliction; "
H5375,Job,18,11,15,H5375-18-11-15,"For then shalt thou lift up thy face without spot; yea, thou shalt be stedfast, and shalt not fear: "
H5375,Job,18,13,8,H5375-18-13-8,Will ye accept his person? will ye contend for God? 
H5375,Job,18,13,10,H5375-18-13-10,"He will surely reprove you, if ye do secretly accept persons. "
H5375,Job,18,13,14,H5375-18-13-14,"Wherefore do I take my flesh in my teeth, and put my life in mine hand? "
H5375,Job,18,21,3,H5375-18-21-3,"Suffer me that I may speak; and after that I have spoken, mock on. "
H5375,Job,18,21,12,H5375-18-21-12,"They take the timbrel and harp, and rejoice at the sound of the organ. "
H5375,Job,18,22,8,H5375-18-22-8,"But as for the mighty man, he had the earth; and the honourable man dwelt in it."
H5375,Job,18,22,26,H5375-18-22-26,"For then shalt thou have thy delight in the Almighty, and shalt lift up thy face unto God. "
H5375,Job,18,24,10,H5375-18-24-10,"They cause him to go naked without clothing, and they take away the sheaf from the hungry; "
H5375,Job,18,27,1,H5375-18-27-1,"Moreover Job continued his parable, and said, "
H5375,Job,18,27,21,H5375-18-27-21,"The east wind carrieth him away, and he departeth: and as a storm hurleth him out of his place. "
H5375,Job,18,29,1,H5375-18-29-1,"Moreover Job continued his parable, and said, "
H5375,Job,18,30,22,H5375-18-30-22,"Thou liftest me up to the wind; thou causest me to ride upon it, and dissolvest my substance. "
H5375,Job,18,31,36,H5375-18-31-36,"Surely I would take it upon my shoulder, and bind it as a crown to me."
H5375,Job,18,32,21,H5375-18-32-21,"Let me not, I pray you, accept any man's person, neither let me give flattering titles unto man. "
H5375,Job,18,32,22,H5375-18-32-22,For I know not to give flattering titles; in so doing my maker would soon take me away. 
H5375,Job,18,34,19,H5375-18-34-19,"How much less to him that accepteth not the persons of princes, nor regardeth the rich more than the poor? for they all are the work of his hands. "
H5375,Job,18,34,31,H5375-18-34-31,"Surely it is meet to be said unto God, I have borne chastisement, I will not offend any more:"
H5375,Job,18,36,3,H5375-18-36-3,"I will fetch my knowledge from afar, and will ascribe righteousness to my Maker. "
H5375,Job,18,40,20,H5375-18-40-20,"Surely the mountains bring him forth food, where all the beasts of the field play. "
H5375,Job,18,42,8,H5375-18-42-8,"Therefore take unto you now seven bullocks and seven rams, and go to my servant Job, and offer up for yourselves a burnt offering; and my servant Job shall pray for you: for him will I accept: lest I deal with you after your folly, in that ye have not spoken of me the thing which is right, like my servant Job. "
H5375,Job,18,42,9,H5375-18-42-9,"So Eliphaz the Temanite and Bildad the Shuhite and Zophar the Naamathite went, and did according as the LORD commanded them: the LORD also accepted Job. "
H5375,Psa,19,4,6,H5375-19-4-6,"There be many that say, Who will shew us any good? LORD, lift thou up the light of thy countenance upon us."
H5375,Psa,19,7,6,H5375-19-7-6,"Arise, O LORD, in thine anger, lift up thyself because of the rage of mine enemies: and awake for me to the judgment that thou hast commanded. "
H5375,Psa,19,10,12,H5375-19-10-12,"Arise, O LORD; O God, lift up thine hand: forget not the humble. "
H5375,Psa,19,15,3,H5375-19-15-3,"He that backbiteth not with his tongue, nor doeth evil to his neighbour, nor taketh up a reproach against his neighbour. "
H5375,Psa,19,16,4,H5375-19-16-4,"Their sorrows shall be multiplied that hasten after another god: their drink offerings of blood will I not offer, nor take up their names into my lips. "
H5375,Psa,19,24,4,H5375-19-24-4,"He that hath clean hands, and a pure heart; who hath not lifted up his soul unto vanity, nor sworn deceitfully. "
H5375,Psa,19,24,5,H5375-19-24-5,"He shall receive the blessing from the LORD, and righteousness from the God of his salvation. "
H5375,Psa,19,24,7,H5375-19-24-7,"Lift up your heads, O ye gates; and be ye lift up, ye everlasting doors; and the King of glory shall come in. "
H5375,Psa,19,24,9,H5375-19-24-9,"Lift up your heads, O ye gates; even lift them up, ye everlasting doors; and the King of glory shall come in. "
H5375,Psa,19,25,1,H5375-19-25-1,"[[A Psalm of David.]] Unto thee, O LORD, do I lift up my soul. "
H5375,Psa,19,25,18,H5375-19-25-18,Look upon mine affliction and my pain; and forgive all my sins. 
H5375,Psa,19,28,2,H5375-19-28-2,"Hear the voice of my supplications, when I cry unto thee, when I lift up my hands toward thy holy oracle. "
H5375,Psa,19,28,9,H5375-19-28-9,"Save thy people, and bless thine inheritance: feed them also, and lift them up for ever. "
H5375,Psa,19,32,1,H5375-19-32-1,"[[A Psalm of David, Maschil.]] Blessed is he whose transgression is forgiven, whose sin is covered. "
H5375,Psa,19,32,5,H5375-19-32-5,"I acknowledged my sin unto thee, and mine iniquity have I not hid. I said, I will confess my transgressions unto the LORD; and thou forgavest the iniquity of my sin. Selah. "
H5375,Psa,19,50,16,H5375-19-50-16,"But unto the wicked God saith, What hast thou to do to declare my statutes, or that thou shouldest take my covenant in thy mouth? "
H5375,Psa,19,55,12,H5375-19-55-12,For it was not an enemy that reproached me; then I could have borne it: neither was it he that hated me that did magnify himself against me; then I would have hid myself from him:
H5375,Psa,19,63,4,H5375-19-63-4,Thus will I bless thee while I live: I will lift up my hands in thy name. 
H5375,Psa,19,69,7,H5375-19-69-7,Because for thy sake I have borne reproach; shame hath covered my face. 
H5375,Psa,19,72,3,H5375-19-72-3,"The mountains shall bring peace to the people, and the little hills, by righteousness. "
H5375,Psa,19,81,2,H5375-19-81-2,"Take a psalm, and bring hither the timbrel, the pleasant harp with the psaltery. "
H5375,Psa,19,82,2,H5375-19-82-2,"How long will ye judge unjustly, and accept the persons of the wicked? Selah. "
H5375,Psa,19,83,2,H5375-19-83-2,"For, lo, thine enemies make a tumult: and they that hate thee have lifted up the head. "
H5375,Psa,19,85,2,H5375-19-85-2,"Thou hast forgiven the iniquity of thy people, thou hast covered all their sin. Selah. "
H5375,Psa,19,86,4,H5375-19-86-4,"Rejoice the soul of thy servant: for unto thee, O Lord, do I lift up my soul. "
H5375,Psa,19,88,15,H5375-19-88-15,I am afflicted and ready to die from my youth up: while I suffer thy terrors I am distracted. 
H5375,Psa,19,89,50,H5375-19-89-50,"Remember, Lord, the reproach of thy servants; how I do bear in my bosom the reproach of all the mighty people; "
H5375,Psa,19,91,12,H5375-19-91-12,"They shall bear thee up in their hands, lest thou dash thy foot against a stone. "
H5375,Psa,19,93,3,H5375-19-93-3,"The floods have lifted up, O LORD, the floods have lifted up their voice; the floods lift up their waves. "
H5375,Psa,19,94,2,H5375-19-94-2,"Lift up thyself, thou judge of the earth: render a reward to the proud. "
H5375,Psa,19,96,8,H5375-19-96-8,"Give unto the LORD the glory due unto his name: bring an offering, and come into his courts. "
H5375,Psa,19,99,8,H5375-19-99-8,"Thou answeredst them, O LORD our God: thou wast a God that forgavest them, though thou tookest vengeance of their inventions. "
H5375,Psa,19,102,10,H5375-19-102-10,"Because of thine indignation and thy wrath: for thou hast lifted me up, and cast me down. "
H5375,Psa,19,106,26,H5375-19-106-26,"Therefore he lifted up his hand against them, to overthrow them in the wilderness: "
H5375,Psa,19,116,13,H5375-19-116-13,"I will take the cup of salvation, and call upon the name of the LORD. "
H5375,Psa,19,119,48,H5375-19-119-48,"My hands also will I lift up unto thy commandments, which I have loved; and I will meditate in thy statutes. "
H5375,Psa,19,121,1,H5375-19-121-1,"[[A Song of degrees.]] I will lift up mine eyes unto the hills, from whence cometh my help. "
H5375,Psa,19,123,1,H5375-19-123-1,"[[A Song of degrees.]] Unto thee lift I up mine eyes, O thou that dwellest in the heavens. "
H5375,Psa,19,126,6,H5375-19-126-6,"He that goeth forth and weepeth, bearing precious seed, shall doubtless come again with rejoicing, bringing his sheaves with him."
H5375,Psa,19,134,2,H5375-19-134-2,"Lift up your hands in the sanctuary, and bless the LORD. "
H5375,Psa,19,139,9,H5375-19-139-9,"If I take the wings of the morning, and dwell in the uttermost parts of the sea; "
H5375,Psa,19,139,20,H5375-19-139-20,"For they speak against thee wickedly, and thine enemies take thy name in vain. "
H5375,Psa,19,143,8,H5375-19-143-8,Cause me to hear thy lovingkindness in the morning; for in thee do I trust: cause me to know the way wherein I should walk; for I lift up my soul unto thee.
H5375,Pro,20,6,35,H5375-20-6-35,"He will not regard any ransom; neither will he rest content, though thou givest many gifts. "
H5375,Pro,20,9,12,H5375-20-9-12,"If thou be wise, thou shalt be wise for thyself: but if thou scornest, thou alone shalt bear it."
H5375,Pro,20,18,5,H5375-20-18-5,"It is not good to accept the person of the wicked, to overthrow the righteous in judgment. "
H5375,Pro,20,18,14,H5375-20-18-14,The spirit of a man will sustain his infirmity; but a wounded spirit who can bear? 
H5375,Pro,20,19,18,H5375-20-19-18,"Chasten thy son while there is hope, and let not thy soul spare for his crying. "
H5375,Pro,20,19,19,H5375-20-19-19,"A man of great wrath shall suffer punishment: for if thou deliver him, yet thou must do it again. "
H5375,Pro,20,30,13,H5375-20-30-13,"There is a generation, O how lofty are their eyes! and their eyelids are lifted up. "
H5375,Pro,20,30,21,H5375-20-30-21,"For three things the earth is disquieted, and for four which it cannot bear: "
H5375,Pro,20,30,32,H5375-20-30-32,"If thou hast done foolishly in lifting up thyself, or if thou hast thought evil, lay thine hand upon thy mouth. "
H5375,Ecc,21,5,15,H5375-21-5-15,"As he came forth of his mother's womb, naked shall he return to go as he came, and shall take nothing of his labour, which he may carry away in his hand. "
H5375,Ecc,21,5,19,H5375-21-5-19,"Every man also to whom God hath given riches and wealth, and hath given him power to eat thereof, and to take his portion, and to rejoice in his labour; this is the gift of God. "
H5375,Sng,22,5,7,H5375-22-5-7,"The watchmen that went about the city found me, they smote me, they wounded me; the keepers of the walls took away my veil from me."
H5375,Isa,23,1,14,H5375-23-1-14,Your new moons and your appointed feasts my soul hateth: they are a trouble unto me; I am weary to bear them.
H5375,Isa,23,2,2,H5375-23-2-2,"And it shall come to pass in the last days, that the mountain of the LORD'S house shall be established in the top of the mountains, and shall be exalted above the hills; and all nations shall flow unto it."
H5375,Isa,23,2,4,H5375-23-2-4,"And he shall judge among the nations, and shall rebuke many people: and they shall beat their swords into plowshares, and their spears into pruninghooks: nation shall not lift up sword against nation, neither shall they learn war any more."
H5375,Isa,23,2,9,H5375-23-2-9,"And the mean man boweth down, and the great man humbleth himself: therefore forgive them not."
H5375,Isa,23,2,12,H5375-23-2-12,"For the day of the LORD of hosts shall be upon every one that is proud and lofty, and upon every one that is lifted up; and he shall be brought low: "
H5375,Isa,23,2,13,H5375-23-2-13,"And upon all the cedars of Lebanon, that are high and lifted up, and upon all the oaks of Bashan, "
H5375,Isa,23,2,14,H5375-23-2-14,"And upon all the high mountains, and upon all the hills that are lifted up, "
H5375,Isa,23,3,3,H5375-23-3-3,"The captain of fifty, and the honourable man, and the counsellor, and the cunning artificer, and the eloquent orator. "
H5375,Isa,23,3,7,H5375-23-3-7,"In that day shall he swear, saying, I will not be an healer; for in my house is neither bread nor clothing: make me not a ruler of the people. "
H5375,Isa,23,5,26,H5375-23-5-26,"And he will lift up an ensign to the nations from far, and will hiss unto them from the end of the earth: and, behold, they shall come with speed swiftly: "
H5375,Isa,23,6,1,H5375-23-6-1,"In the year that king Uzziah died I saw also the Lord sitting upon a throne, high and lifted up, and his train filled the temple. "
H5375,Isa,23,8,4,H5375-23-8-4,"For before the child shall have knowledge to cry, My father, and my mother, the riches of Damascus and the spoil of Samaria shall be taken away before the king of Assyria. "
H5375,Isa,23,9,15,H5375-23-9-15,"The ancient and honourable, he is the head; and the prophet that teacheth lies, he is the tail. "
H5375,Isa,23,10,24,H5375-23-10-24,"Therefore thus saith the Lord GOD of hosts, O my people that dwellest in Zion, be not afraid of the Assyrian: he shall smite thee with a rod, and shall lift up his staff against thee, after the manner of Egypt. "
H5375,Isa,23,10,26,H5375-23-10-26,"And the LORD of hosts shall stir up a scourge for him according to the slaughter of Midian at the rock of Oreb: and as his rod was upon the sea, so shall he lift it up after the manner of Egypt. "
H5375,Isa,23,11,12,H5375-23-11-12,"And he shall set up an ensign for the nations, and shall assemble the outcasts of Israel, and gather together the dispersed of Judah from the four corners of the earth. "
H5375,Isa,23,13,2,H5375-23-13-2,"Lift ye up a banner upon the high mountain, exalt the voice unto them, shake the hand, that they may go into the gates of the nobles. "
H5375,Isa,23,14,4,H5375-23-14-4,"That thou shalt take up this proverb against the king of Babylon, and say, How hath the oppressor ceased! the golden city ceased! "
H5375,Isa,23,15,7,H5375-23-15-7,"Therefore the abundance they have gotten, and that which they have laid up, shall they carry away to the brook of the willows. "
H5375,Isa,23,18,3,H5375-23-18-3,"All ye inhabitants of the world, and dwellers on the earth, see ye, when he lifteth up an ensign on the mountains; and when he bloweth a trumpet, hear ye."
H5375,Isa,23,22,6,H5375-23-22-6,"And Elam bare the quiver with chariots of men and horsemen, and Kir uncovered the shield. "
H5375,Isa,23,24,14,H5375-23-24-14,"They shall lift up their voice, they shall sing for the majesty of the LORD, they shall cry aloud from the sea. "
H5375,Isa,23,30,6,H5375-23-30-6,"The burden of the beasts of the south: into the land of trouble and anguish, from whence come the young and old lion, the viper and fiery âž” flying serpent, they will carry their riches upon the shoulders of young asses, and their treasures upon the bunches of camels, to a people that shall not profit them."
H5375,Isa,23,30,25,H5375-23-30-25,"And there shall be upon every high mountain, and upon every high hill, rivers and streams of waters in the day of the great slaughter, when the towers fall. "
H5375,Isa,23,33,10,H5375-23-33-10,"Now will I rise, saith the LORD; now will I be exalted; now will I lift up myself."
H5375,Isa,23,33,24,H5375-23-33-24,"And the inhabitant shall not say, I am sick: the people that dwell therein shall be forgiven their iniquity. "
H5375,Isa,23,37,4,H5375-23-37-4,"It may be the LORD thy God will hear the words of Rabshakeh, whom the king of Assyria his master hath sent to reproach the living God, and will reprove the words which the LORD thy God hath heard: wherefore lift up thy prayer for the remnant that is left. "
H5375,Isa,23,37,23,H5375-23-37-23,"Whom hast thou reproached and blasphemed? and against whom hast thou exalted thy voice, and lifted up thine eyes on high? even against the Holy One of Israel. "
H5375,Isa,23,38,21,H5375-23-38-21,"For Isaiah had said, Let them take a lump of figs, and lay it for a plaister upon the boil, and he shall recover. "
H5375,Isa,23,39,6,H5375-23-39-6,"Behold, the days come, that all that is in thine house, and that which thy fathers have laid up in store until this day, shall be carried to Babylon: nothing shall be left, saith the LORD. "
H5375,Isa,23,40,4,H5375-23-40-4,"Every valley shall be exalted, and every mountain and hill shall be made low: and the crooked shall be made straight, and the rough places plain: "
H5375,Isa,23,40,11,H5375-23-40-11,"He shall feed his flock like a shepherd: he shall gather the lambs with his arm, and carry them in his bosom, and shall gently lead those that are with young. "
H5375,Isa,23,40,24,H5375-23-40-24,"Yea, they shall not be planted; yea, they shall not be sown: yea, their stock shall not take root in the earth: and he shall also blow upon them, and they shall wither, and the whirlwind shall take them away as stubble. "
H5375,Isa,23,40,26,H5375-23-40-26,"Lift up your eyes on high, and behold who hath created these things, that bringeth out their host by number: he calleth them all by names by the greatness of his might, for that he is strong in power; not one faileth. "
H5375,Isa,23,41,16,H5375-23-41-16,"Thou shalt fan them, and the wind shall carry them away, and the whirlwind shall scatter them: and thou shalt rejoice in the LORD, and shalt glory in the Holy One of Israel. "
H5375,Isa,23,42,2,H5375-23-42-2,"He shall not cry, nor lift up, nor cause his voice to be heard in the street. "
H5375,Isa,23,42,11,H5375-23-42-11,"Let the wilderness and the cities thereof lift up their voice, the villages that Kedar doth inhabit: let the inhabitants of the rock sing, let them shout from the top of the mountains. "
H5375,Isa,23,45,20,H5375-23-45-20,"Assemble yourselves and come; draw near together, ye that are escaped of the nations: they have no knowledge that set up the wood of their graven image, and pray unto a god that cannot save. "
H5375,Isa,23,46,3,H5375-23-46-3,"Hearken unto me, O house of Jacob, and all the remnant of the house of Israel, which are borne by me from the belly, which are carried from the womb: "
H5375,Isa,23,46,4,H5375-23-46-4,"And even to your old age I am he; and even to hoar hairs will I carry you: I have made, and I will bear; even I will carry, and will deliver you."
H5375,Isa,23,46,7,H5375-23-46-7,"They bear him upon the shoulder, they carry him, and set him in his place, and he standeth; from his place shall he not remove: yea, one shall cry unto him, yet can he not answer, nor save him out of his trouble. "
H5375,Isa,23,49,18,H5375-23-49-18,"Lift up thine eyes round about, and behold: all these gather themselves together, and come to thee. As I live, saith the LORD, thou shalt surely clothe thee with them all, as with an ornament, and bind them on thee, as a bride doeth."
H5375,Isa,23,49,22,H5375-23-49-22,"Thus saith the Lord GOD, Behold, I will lift up mine hand to the Gentiles, and set up my standard to the people: and they shall bring thy sons in their arms, and thy daughters shall be carried upon their shoulders. "
H5375,Isa,23,51,6,H5375-23-51-6,"Lift up your eyes to the heavens, and look upon the earth beneath: for the heavens shall vanish away like smoke, and the earth shall wax old like a garment, and they that dwell therein shall die in like manner: but my salvation shall be for ever, and my righteousness shall not be abolished. "
H5375,Isa,23,52,8,H5375-23-52-8,"Thy watchmen shall lift up the voice; with the voice together shall they sing: for they shall see eye to eye, when the LORD shall bring again Zion. "
H5375,Isa,23,52,11,H5375-23-52-11,"Depart ye, depart ye, go ye out from thence, touch no unclean thing; go ye out of the midst of her; be ye clean, that bear the vessels of the LORD. "
H5375,Isa,23,52,13,H5375-23-52-13,"Behold, my servant shall deal prudently, he shall be exalted and extolled, and be very high. "
H5375,Isa,23,53,4,H5375-23-53-4,"Surely he hath borne our griefs, and carried our sorrows: yet we did esteem him stricken, smitten of God, and afflicted. "
H5375,Isa,23,53,12,H5375-23-53-12,"Therefore will I divide him a portion with the great, and he shall divide the spoil with the strong; because he hath poured out his soul unto death: and he was numbered with the transgressors; and he bare the sin of many, and made intercession for the transgressors. "
H5375,Isa,23,57,7,H5375-23-57-7,Upon a lofty and high mountain hast thou set thy bed: even thither wentest thou up to offer sacrifice. 
H5375,Isa,23,57,13,H5375-23-57-13,"When thou criest, let thy companies deliver thee; but the wind shall carry them all away; vanity shall take them: but he that putteth his trust in me shall possess the land, and shall inherit my holy mountain; "
H5375,Isa,23,57,15,H5375-23-57-15,"For thus saith the high and lofty One that inhabiteth eternity, whose name is Holy; I dwell in the high and holy place, with him also that is of a contrite and humble spirit, to revive the spirit of the humble, and to revive the heart of the contrite ones. "
H5375,Isa,23,60,4,H5375-23-60-4,"Lift up thine eyes round about, and see: all they gather themselves together, they come to thee: thy sons shall come from far, and thy daughters shall be nursed at thy side. "
H5375,Isa,23,60,6,H5375-23-60-6,"The multitude of camels shall cover thee, the dromedaries of Midian and Ephah; all they from Sheba shall come: they shall bring gold and incense; and they shall shew forth the praises of the LORD. "
H5375,Isa,23,63,9,H5375-23-63-9,"In all their affliction he was afflicted, and the angel of his presence saved them: in his love and in his pity he redeemed them; and he bare them, and carried them all the days of old. "
H5375,Isa,23,64,6,H5375-23-64-6,"But we are all as an unclean thing, and all our righteousnesses are as filthy rags; and we all do fade as a leaf; and our iniquities, like the wind, have taken us away. "
H5375,Isa,23,66,12,H5375-23-66-12,"For thus saith the LORD, Behold, I will extend peace to her like a river, and the glory of the Gentiles like a flowing stream: then shall ye suck, ye shall be borne upon her sides, and be dandled upon her knees. "
H5375,Jer,24,3,2,H5375-24-3-2,"Lift up thine eyes unto the high places, and see where thou hast not been lien with. In the ways hast thou sat for them, as the Arabian in the wilderness; and thou hast polluted the land with thy whoredoms and with thy wickedness. "
H5375,Jer,24,4,6,H5375-24-4-6,"Set up the standard toward Zion: retire, stay not: for I will bring evil from the north, and a great destruction. "
H5375,Jer,24,6,1,H5375-24-6-1,"O ye children of Benjamin, gather yourselves to flee out of the midst of Jerusalem, and blow the trumpet in Tekoa, and set up a sign of fire in Bethhaccerem: for evil appeareth out of the north, and great destruction. "
H5375,Jer,24,7,16,H5375-24-7-16,"Therefore pray not thou for this people, neither lift up cry nor prayer for them, neither make intercession to me: for I will not hear thee."
H5375,Jer,24,7,29,H5375-24-7-29,"Cut off thine hair, O Jerusalem, and cast it away, and take up a lamentation on high places; for the LORD hath rejected and forsaken the generation of his wrath. "
H5375,Jer,24,9,10,H5375-24-9-10,"For the mountains will I take up a weeping and wailing, and for the habitations of the wilderness a lamentation, because they are burned up, so that none can pass through them; neither can men hear the voice of the cattle; both the fowl of the heavens and the beast are fled; they are gone. "
H5375,Jer,24,9,18,H5375-24-9-18,"And let them make haste, and take up a wailing for us, that our eyes may run down with tears, and our eyelids gush out with waters. "
H5375,Jer,24,10,5,H5375-24-10-5,"They are upright as the palm tree, but speak not: they must needs be borne, because they cannot go. Be not afraid of them; for they cannot do evil, neither also is it in them to do good. "
H5375,Jer,24,10,19,H5375-24-10-19,"Woe is me for my hurt! my wound is grievous: but I said, Truly this is a grief, and I must bear it."
H5375,Jer,24,11,14,H5375-24-11-14,"Therefore pray not thou for this people, neither lift up a cry or prayer for them: for I will not hear them in the time that they cry unto me for their trouble. "
H5375,Jer,24,13,20,H5375-24-13-20,"Lift up your eyes, and behold them that come from the north: where is the flock that was given thee, thy beautiful flock? "
H5375,Jer,24,15,15,H5375-24-15-15,"O LORD, thou knowest: remember me, and visit me, and revenge me of my persecutors; take me not away in thy longsuffering: know that for thy sake I have suffered rebuke. "
H5375,Jer,24,17,21,H5375-24-17-21,"Thus saith the LORD; Take heed to yourselves, and bear no burden on the sabbath day, nor bring it in by the gates of Jerusalem; "
H5375,Jer,24,17,27,H5375-24-17-27,"But if ye will not hearken unto me to hallow the sabbath day, and not to bear a burden, even entering in at the gates of Jerusalem on the sabbath day; then will I kindle a fire in the gates thereof, and it shall devour the palaces of Jerusalem, and it shall not be quenched. "
H5375,Jer,24,22,27,H5375-24-22-27,"But to the land whereunto they desire to return, thither shall they not return. "
H5375,Jer,24,31,19,H5375-24-31-19,"Surely after that I was turned, I repented; and after that I was instructed, I smote upon my thigh: I was ashamed, yea, even confounded, because I did bear the reproach of my youth. "
H5375,Jer,24,44,14,H5375-24-44-14,"So that none of the remnant of Judah, which are gone into the land of Egypt to sojourn there, shall escape or remain, that they should return into the land of Judah, to the which they have a desire to return to dwell there: for none shall return but such as shall escape. "
H5375,Jer,24,44,22,H5375-24-44-22,"So that the LORD could no longer bear, because of the evil of your doings, and because of the abominations which ye have committed; therefore is your land a desolation, and an astonishment, and a curse, without an inhabitant, as at this day. "
H5375,Jer,24,49,29,H5375-24-49-29,"Their tents and their flocks shall they take away: they shall take to themselves their curtains, and all their vessels, and their camels; and they shall cry unto them, Fear is on every side. "
H5375,Jer,24,50,2,H5375-24-50-2,"Declare ye among the nations, and publish, and set up a standard; publish, and conceal not: say, Babylon is taken, Bel is confounded, Merodach is broken in pieces; her idols are confounded, her images are broken in pieces. "
H5375,Jer,24,51,9,H5375-24-51-9,"We would have healed Babylon, but she is not healed: forsake her, and let us go every one into his own country: for her judgment reacheth unto heaven, and is lifted up even to the skies. "
H5375,Jer,24,51,12,H5375-24-51-12,"Set up the standard upon the walls of Babylon, make the watch strong, set up the watchmen, prepare the ambushes: for the LORD hath both devised and done that which he spake against the inhabitants of Babylon. "
H5375,Jer,24,51,27,H5375-24-51-27,"Set ye up a standard in the land, blow the trumpet among the nations, prepare the nations against her, call together against her the kingdoms of Ararat, Minni, and Ashchenaz; appoint a captain against her; cause the horses to come up as the rough caterpillers. "
H5375,Jer,24,52,17,H5375-24-52-17,"Also the pillars of brass that were in the house of the LORD, and the bases, and the brasen sea that was in the house of the LORD, the Chaldeans brake, and carried all the brass of them to Babylon. "
H5375,Jer,24,52,31,H5375-24-52-31,"And it came to pass in the seven and thirtieth year of the captivity of Jehoiachin king of Judah, in the twelfth month, in the five and twentieth day of the month, that Evilmerodach king of Babylon in the first year of his reign lifted up the head of Jehoiachin king of Judah, and brought him forth out of prison, "
H5375,Lam,25,2,19,H5375-25-2-19,"Arise, cry out in the night: in the beginning of the watches pour out thine heart like water before the face of the Lord: lift up thy hands toward him for the life of thy young children, that faint for hunger in the top of every street. "
H5375,Lam,25,3,27,H5375-25-3-27,It is good for a man that he bear the yoke in his youth. 
H5375,Lam,25,3,41,H5375-25-3-41,Let us lift up our heart with our hands unto God in the heavens. 
H5375,Lam,25,4,16,H5375-25-4-16,"The anger of the LORD hath divided them; he will no more regard them: they respected not the persons of the priests, they favoured not the elders. "
H5375,Lam,25,5,13,H5375-25-5-13,"They took the young men to grind, and the children fell under the wood. "
H5375,Eze,26,1,19,H5375-26-1-19,"And when the living creatures went, the wheels went by them: and when the living creatures were lifted up from the earth, the wheels were lifted up. "
H5375,Eze,26,1,20,H5375-26-1-20,"Whithersoever the spirit was to go, they went, thither was their spirit to go; and the wheels were lifted up over against them: for the spirit of the living creature was in the wheels. "
H5375,Eze,26,1,21,H5375-26-1-21,"When those went, these went; and when those stood, these stood; and when those were lifted up from the earth, the wheels were lifted up over against them: for the spirit of the living creature was in the wheels. "
H5375,Eze,26,3,12,H5375-26-3-12,"Then the spirit took me up, and I heard behind me a voice of a great rushing, saying, Blessed be the glory of the LORD from his place. "
H5375,Eze,26,3,14,H5375-26-3-14,"So the spirit lifted me up, and took me away, and I went in bitterness, in the heat of my spirit; but the hand of the LORD was strong upon me."
H5375,Eze,26,4,4,H5375-26-4-4,"Lie thou also upon thy left side, and lay the iniquity of the house of Israel upon it: according to the number of the days that thou shalt lie upon it thou shalt bear their iniquity. "
H5375,Eze,26,4,5,H5375-26-4-5,"For I have laid upon thee the years of their iniquity, according to the number of the days, three hundred and ninety days: so shalt thou bear the iniquity of the house of Israel. "
H5375,Eze,26,4,6,H5375-26-4-6,"And when thou hast accomplished them, lie again on thy right side, and thou shalt bear the iniquity of the house of Judah forty days: I have appointed thee each day for a year. "
H5375,Eze,26,8,3,H5375-26-8-3,"And he put forth the form of an hand, and took me by a lock of mine head; and the spirit lifted me up between the earth and the heaven, and brought me in the visions of God to Jerusalem, to the door of the inner gate that looketh toward the north; where was the seat of the image of jealousy, which provoketh to jealousy. "
H5375,Eze,26,8,5,H5375-26-8-5,"Then said he unto me, Son of man, lift up thine eyes now the way toward the north. So I lifted up mine eyes the way toward the north, and behold northward at the gate of the altar this image of jealousy in the entry. "
H5375,Eze,26,10,7,H5375-26-10-7,"And one cherub stretched forth his hand from between the cherubims unto the fire that was between the cherubims, and took thereof, and put it into the hands of him that was clothed with linen: who took it, and went out. "
H5375,Eze,26,10,16,H5375-26-10-16,"And when the cherubims went, the wheels went by them: and when the cherubims lifted up their wings to mount up from the earth, the same wheels also turned not from beside them."
H5375,Eze,26,10,19,H5375-26-10-19,"And the cherubims lifted up their wings, and mounted up from the earth in my sight: when they went out, the wheels also were beside them, and every one stood at the door of the east gate of the LORD'S house; and the glory of the God of Israel was over them above. "
H5375,Eze,26,11,1,H5375-26-11-1,"Moreover the spirit lifted me up, and brought me unto the east gate of the LORD'S house, which looketh eastward: and behold at the door of the gate five and twenty men; among whom I saw Jaazaniah the son of Azur, and Pelatiah the son of Benaiah, princes of the people. "
H5375,Eze,26,11,22,H5375-26-11-22,"Then did the cherubims lift up their wings, and the wheels beside them; and the glory of the God of Israel was over them above. "
H5375,Eze,26,11,24,H5375-26-11-24,"Afterwards the spirit took me up, and brought me in a vision by the Spirit of God into Chaldea, to them of the captivity. So the vision that I had seen went up from me."
H5375,Eze,26,12,6,H5375-26-12-6,"In their sight shalt thou bear it upon thy shoulders, and carry it forth in the twilight: thou shalt cover thy face, that thou see not the ground: for I have set thee for a sign unto the house of Israel. "
H5375,Eze,26,12,7,H5375-26-12-7,"And I did so as I was commanded: I brought forth my stuff by day, as stuff for captivity, and in the even I digged through the wall with mine hand; I brought it forth in the twilight, and I bare it upon my shoulder in their sight. "
